,i_sensor_1,i_sensor_2,i_sensor_3,o_left,o_right,i_sensor_4,i_sensor_5
0,233,88,59,False,False,68.0,56.0
0,227,88,62,False,False,69.0,56.0
0,221,88,63,False,False,69.0,56.0
0,215,89,63,False,False,69.0,56.0
0,209,90,63,False,False,69.0,47.0
0,203,89,63,False,False,69.0,50.0
0,197,90,62,False,False,69.0,50.0
0,189,90,62,False,False,70.0,52.0
0,184,90,61,False,False,70.0,52.0
0,179,89,61,False,False,70.0,52.0
0,172,89,61,False,False,75.0,52.0
0,167,88,63,False,False,73.0,52.0
0,161,88,66,False,False,73.0,53.0
0,155,86,69,False,False,70.0,52.0
0,149,85,81,False,False,70.0,53.0
0,143,85,81,False,False,70.0,50.0
0,137,83,77,False,False,70.0,53.0
0,131,82,200,False,False,69.0,53.0
0,130,82,200,False,True,66.0,54.0
0,131,84,63,False,True,69.0,51.0
0,125,82,200,False,False,69.0,51.0
0,119,80,200,False,False,69.0,58.0
0,117,79,200,False,True,69.0,57.0
0,113,80,200,False,True,75.0,48.0
0,112,79,200,False,True,75.0,48.0
0,108,79,200,False,True,74.0,48.0
0,108,76,200,False,True,76.0,47.0
0,105,76,200,False,True,75.0,46.0
0,99,74,200,False,False,75.0,46.0
0,99,72,200,False,True,72.0,48.0
0,100,72,200,False,True,71.0,48.0
0,102,71,200,False,True,69.0,48.0
0,89,68,200,False,True,68.0,48.0
0,120,65,95,False,True,68.0,48.0
0,118,62,87,False,True,66.0,49.0
0,116,60,84,False,True,63.0,49.0
0,137,59,74,False,True,61.0,49.0
0,147,56,71,False,True,58.0,49.0
0,161,57,64,False,True,56.0,51.0
0,190,60,60,False,True,55.0,50.0
0,208,64,57,False,True,53.0,50.0
0,202,61,58,False,False,53.0,51.0
0,196,64,59,False,False,53.0,51.0
0,190,66,58,False,False,54.0,50.0
0,185,67,60,False,False,54.0,50.0
0,229,67,56,False,True,55.0,50.0
0,265,69,53,False,True,58.0,50.0
0,259,67,52,False,False,60.0,49.0
0,253,65,52,False,False,62.0,49.0
0,247,67,52,False,False,62.0,47.0
0,241,67,72,False,False,62.0,47.0
0,235,65,73,False,False,62.0,46.0
0,600,67,69,False,True,60.0,46.0
0,600,70,66,False,True,61.0,46.0
0,600,70,64,False,False,62.0,45.0
0,600,70,64,False,False,62.0,47.0
0,600,71,63,False,False,62.0,57.0
0,600,66,63,False,False,61.0,58.0
0,600,71,62,False,False,61.0,59.0
0,600,71,62,False,False,62.0,58.0
0,600,72,59,False,True,62.0,58.0
0,600,73,58,False,False,63.0,57.0
0,600,73,57,False,False,55.0,56.0
0,600,73,57,False,False,64.0,54.0
0,600,72,55,False,False,65.0,54.0
0,600,73,53,False,False,65.0,53.0
0,600,73,53,False,False,67.0,53.0
0,600,69,51,False,False,68.0,52.0
0,600,73,50,False,False,68.0,50.0
0,600,72,51,False,False,69.0,49.0
0,600,73,51,False,False,69.0,48.0
0,600,73,52,False,False,69.0,47.0
0,600,73,51,False,False,69.0,46.0
0,600,73,52,False,False,68.0,45.0
0,600,73,52,False,False,68.0,46.0
0,600,73,52,False,False,68.0,46.0
0,600,73,52,False,False,69.0,47.0
0,600,73,53,False,False,68.0,46.0
0,600,69,54,False,False,68.0,53.0
0,600,73,53,False,False,68.0,46.0
0,600,72,54,False,False,68.0,47.0
0,600,73,53,False,False,68.0,47.0
0,600,73,55,False,False,69.0,48.0
0,600,73,54,False,False,69.0,49.0
0,600,73,55,False,False,69.0,48.0
0,600,73,55,False,False,69.0,49.0
0,600,73,56,False,False,68.0,48.0
0,600,73,56,False,False,69.0,48.0
0,600,73,57,False,False,68.0,49.0
0,600,70,56,False,False,68.0,50.0
0,600,73,56,False,False,67.0,49.0
0,600,73,56,False,False,67.0,50.0
0,600,73,56,False,False,66.0,50.0
0,600,73,56,False,False,67.0,50.0
0,600,73,55,False,False,67.0,50.0
0,600,73,56,False,False,60.0,49.0
0,600,73,57,False,False,69.0,50.0
0,600,73,58,False,False,68.0,50.0
0,600,73,57,False,False,68.0,51.0
0,600,73,57,False,False,68.0,49.0
0,600,70,58,False,False,68.0,51.0
0,600,73,57,False,False,69.0,51.0
0,600,73,58,False,False,68.0,51.0
0,600,73,57,False,False,68.0,52.0
0,600,73,58,False,False,68.0,51.0
0,600,72,59,False,False,68.0,52.0
0,600,72,59,False,False,60.0,51.0
0,600,71,60,False,False,67.0,52.0
0,600,70,61,False,False,66.0,51.0
0,294,70,61,False,False,65.0,52.0
0,293,69,62,False,False,64.0,53.0
0,282,70,61,False,False,64.0,53.0
0,281,62,62,False,False,63.0,54.0
0,275,68,61,False,False,63.0,55.0
0,269,69,60,False,False,62.0,55.0
0,263,69,61,False,False,62.0,55.0
0,257,70,60,False,False,62.0,55.0
0,251,69,60,False,False,60.0,55.0
0,245,69,59,False,False,62.0,55.0
0,239,70,57,False,False,61.0,53.0
0,292,67,61,True,False,61.0,55.0
0,286,67,62,False,False,60.0,55.0
0,280,67,61,False,False,59.0,55.0
0,274,67,61,False,False,59.0,54.0
0,268,59,60,False,False,60.0,54.0
0,264,68,60,False,False,59.0,54.0
0,258,68,59,False,False,60.0,55.0
0,250,69,58,False,False,59.0,54.0
0,244,70,57,False,False,60.0,54.0
0,228,71,57,False,False,51.0,53.0
0,229,72,58,False,False,61.0,53.0
0,226,72,58,False,False,61.0,52.0
0,220,72,57,False,False,61.0,52.0
0,214,72,57,False,False,61.0,52.0
0,208,65,56,False,False,62.0,52.0
0,202,73,56,False,False,63.0,52.0
0,196,73,55,False,False,63.0,52.0
0,190,74,55,False,False,63.0,51.0
0,184,74,54,False,False,63.0,51.0
0,178,74,52,False,False,63.0,50.0
0,162,73,51,False,False,63.0,50.0
0,219,70,52,True,False,63.0,50.0
0,293,67,54,True,False,63.0,49.0
0,287,66,54,False,False,63.0,49.0
0,274,65,53,False,False,62.0,49.0
0,272,64,53,False,False,62.0,48.0
0,269,62,51,False,False,61.0,48.0
0,263,59,51,False,False,60.0,48.0
0,257,60,50,False,False,58.0,47.0
0,251,59,50,False,False,58.0,47.0
0,245,58,48,False,False,57.0,46.0
0,239,58,47,False,False,55.0,45.0
0,233,58,47,False,False,54.0,45.0
0,227,58,46,False,False,53.0,44.0
0,210,60,45,False,False,52.0,42.0
0,210,59,43,False,False,51.0,42.0
0,209,63,42,False,False,51.0,41.0
0,203,61,42,False,False,51.0,40.0
0,296,58,44,True,False,51.0,39.0
0,271,51,42,False,False,51.0,39.0
0,294,61,42,False,False,51.0,39.0
0,259,61,41,False,False,50.0,39.0
0,298,61,40,False,False,52.0,39.0
0,298,61,39,False,False,51.0,37.0
0,600,58,42,True,False,51.0,36.0
0,600,55,45,True,False,51.0,37.0
0,600,56,45,False,False,50.0,38.0
0,600,55,42,False,False,49.0,38.0
0,600,54,44,False,False,49.0,38.0
0,600,53,45,False,False,48.0,38.0
0,600,55,48,False,False,48.0,38.0
0,600,53,49,False,False,48.0,39.0
0,600,54,48,False,False,48.0,39.0
0,600,55,48,False,False,48.0,40.0
0,600,55,50,False,False,47.0,41.0
0,600,56,50,False,False,47.0,42.0
0,600,55,49,False,False,47.0,42.0
0,600,54,49,False,False,48.0,42.0
0,600,57,48,False,False,48.0,43.0
0,600,55,48,False,False,48.0,42.0
0,600,56,49,False,False,48.0,42.0
0,600,57,48,False,False,48.0,42.0
0,600,55,48,False,False,48.0,42.0
0,600,59,50,False,False,48.0,43.0
0,600,59,53,False,False,48.0,43.0
0,600,58,51,False,False,48.0,43.0
0,600,59,50,False,False,49.0,43.0
0,600,59,50,False,False,50.0,44.0
0,600,60,50,False,False,50.0,45.0
0,600,62,51,False,False,51.0,44.0
0,600,62,52,False,False,51.0,44.0
0,600,62,52,False,False,51.0,44.0
0,600,63,51,False,False,51.0,44.0
0,600,61,51,False,False,52.0,45.0
0,600,64,49,False,False,52.0,45.0
0,600,66,52,False,False,53.0,45.0
0,600,64,51,False,False,54.0,45.0
0,600,65,53,False,False,54.0,44.0
0,600,66,51,False,False,54.0,44.0
0,600,66,52,False,False,55.0,44.0
0,600,67,51,False,False,55.0,45.0
0,600,65,55,False,False,56.0,45.0
0,600,65,55,False,False,56.0,45.0
0,600,67,54,False,False,56.0,45.0
0,600,63,54,False,False,56.0,45.0
0,600,67,53,False,False,57.0,46.0
0,600,66,53,False,False,57.0,47.0
0,600,66,54,False,False,57.0,47.0
0,600,65,52,False,False,57.0,47.0
0,600,66,52,False,False,57.0,47.0
0,600,67,52,False,False,57.0,47.0
0,600,66,50,False,False,57.0,46.0
0,600,67,52,False,False,58.0,46.0
0,600,66,51,False,False,58.0,46.0
0,600,66,50,False,False,57.0,44.0
0,600,63,49,False,False,57.0,44.0
0,600,63,50,False,False,58.0,45.0
0,600,64,48,False,False,58.0,44.0
0,600,64,51,False,False,57.0,43.0
0,600,63,49,False,False,57.0,43.0
0,600,63,51,False,False,56.0,43.0
0,600,64,49,False,False,56.0,43.0
0,600,63,51,False,False,55.0,43.0
0,600,62,50,False,False,56.0,43.0
0,600,68,47,False,True,56.0,43.0
0,600,65,49,False,False,56.0,42.0
0,600,68,49,False,False,57.0,43.0
0,600,68,49,False,False,57.0,42.0
0,600,70,51,False,False,57.0,42.0
0,600,69,48,False,False,57.0,43.0
0,600,70,49,False,False,58.0,43.0
0,600,72,52,False,False,59.0,43.0
0,600,73,54,False,False,59.0,43.0
0,600,73,52,False,False,60.0,43.0
0,600,76,53,False,False,60.0,44.0
0,600,73,55,False,False,60.0,46.0
0,600,63,57,False,False,61.0,47.0
0,600,77,56,False,False,62.0,46.0
0,600,79,56,False,False,62.0,47.0
0,600,80,59,False,False,63.0,48.0
0,600,81,57,False,False,65.0,49.0
0,600,89,54,False,True,67.0,49.0
0,600,90,53,False,False,69.0,49.0
0,600,88,54,False,False,69.0,48.0
0,600,89,52,False,False,70.0,49.0
0,600,91,53,False,False,72.0,48.0
0,600,91,54,False,False,73.0,48.0
0,600,90,53,False,False,73.0,47.0
0,600,90,55,False,False,75.0,47.0
0,600,89,54,False,False,77.0,47.0
0,298,90,52,False,False,78.0,48.0
0,298,89,54,False,False,78.0,47.0
0,287,89,52,False,False,79.0,48.0
0,287,88,53,False,False,80.0,47.0
0,275,88,54,False,False,80.0,47.0
0,275,85,54,False,False,79.0,47.0
0,264,89,55,False,False,79.0,47.0
0,254,88,56,False,False,79.0,47.0
0,248,88,56,False,False,79.0,48.0
0,242,87,57,False,False,78.0,48.0
0,241,86,58,False,False,78.0,49.0
0,230,86,58,False,False,77.0,49.0
0,230,85,59,False,False,77.0,50.0
0,218,85,60,False,False,76.0,50.0
0,218,84,60,False,False,77.0,51.0
0,207,84,61,False,False,77.0,52.0
0,207,80,61,False,False,77.0,52.0
0,195,82,62,False,False,76.0,53.0
0,195,82,63,False,False,75.0,53.0
0,184,81,63,False,False,75.0,54.0
0,184,80,63,False,False,74.0,54.0
0,172,80,63,False,False,74.0,55.0
0,172,79,64,False,False,73.0,55.0
0,161,79,67,False,False,73.0,56.0
0,161,78,200,False,False,72.0,55.0
0,150,78,200,False,False,72.0,56.0
0,146,75,200,False,True,71.0,56.0
0,146,82,200,False,True,72.0,56.0
0,146,82,200,False,True,74.0,55.0
0,146,92,200,False,True,76.0,56.0
0,146,98,200,False,True,78.0,55.0
0,142,98,200,False,True,82.0,55.0
0,137,98,200,False,False,84.0,52.0
0,131,97,200,False,False,85.0,50.0
0,130,98,200,False,True,89.0,50.0
0,129,97,200,False,True,91.0,50.0
0,125,96,200,False,True,94.0,50.0
0,125,96,200,False,True,95.0,50.0
0,124,98,200,False,True,98.0,49.0
0,120,92,200,False,True,98.0,49.0
0,118,90,200,False,True,97.0,50.0
0,112,88,200,False,False,97.0,57.0
0,106,86,200,False,False,95.0,85.0
0,106,82,200,False,True,95.0,75.0
0,107,80,200,False,True,91.0,70.0
0,106,77,200,False,True,85.0,66.0
0,119,75,200,False,True,81.0,69.0
0,122,73,200,False,True,80.0,70.0
0,139,70,200,False,True,74.0,76.0
0,154,67,200,False,True,72.0,76.0
0,240,65,96,False,True,69.0,76.0
0,600,65,89,False,True,67.0,76.0
0,600,65,80,False,True,64.0,75.0
0,600,64,80,False,True,61.0,75.0
0,600,64,81,False,False,60.0,75.0
0,600,63,98,False,False,60.0,75.0
0,600,62,98,False,False,59.0,75.0
0,297,65,93,False,False,60.0,75.0
0,292,63,92,False,False,56.0,77.0
0,285,63,93,False,False,56.0,78.0
0,280,63,92,False,False,55.0,77.0
0,273,63,93,False,False,55.0,79.0
0,268,63,92,False,False,55.0,82.0
0,261,62,93,False,False,55.0,85.0
0,256,62,92,False,False,54.0,86.0
0,249,60,93,False,False,54.0,88.0
0,244,59,92,False,False,55.0,89.0
0,237,59,93,False,False,55.0,90.0
0,232,59,92,False,False,54.0,90.0
0,226,59,93,False,False,54.0,89.0
0,219,60,93,False,False,53.0,88.0
0,214,60,93,False,False,52.0,88.0
0,207,61,93,False,False,51.0,88.0
0,201,60,90,False,False,52.0,88.0
0,195,61,81,False,False,52.0,87.0
0,189,61,80,False,False,52.0,88.0
0,226,58,86,True,False,52.0,87.0
0,220,58,86,False,False,52.0,85.0
0,214,58,86,False,False,52.0,84.0
0,208,58,80,False,False,51.0,83.0
0,200,59,81,False,False,51.0,83.0
0,193,59,81,False,False,50.0,83.0
0,235,56,77,True,False,51.0,82.0
0,227,58,78,False,False,51.0,81.0
0,222,58,73,False,False,50.0,82.0
0,215,58,73,False,False,49.0,81.0
0,210,57,70,False,False,49.0,80.0
0,204,57,66,False,False,50.0,79.0
0,237,54,70,True,False,50.0,76.0
0,231,54,70,False,False,50.0,75.0
0,225,54,70,False,False,49.0,73.0
0,220,56,70,False,False,49.0,72.0
0,213,57,69,False,False,47.0,70.0
0,207,58,68,False,False,47.0,69.0
0,202,62,58,False,False,47.0,67.0
0,196,59,58,False,False,48.0,66.0
0,222,57,59,True,False,48.0,63.0
0,600,54,61,True,False,48.0,63.0
0,600,52,61,False,False,48.0,63.0
0,600,52,59,False,False,48.0,63.0
0,600,52,59,False,False,48.0,63.0
0,600,52,59,False,False,47.0,63.0
0,600,52,58,False,False,47.0,63.0
0,600,54,58,False,False,46.0,63.0
0,600,54,58,False,False,46.0,62.0
0,600,54,58,False,False,46.0,62.0
0,600,56,58,False,False,46.0,62.0
0,600,53,61,True,False,46.0,57.0
0,600,50,64,True,False,47.0,57.0
0,600,49,66,False,False,46.0,57.0
0,600,49,66,False,False,52.0,57.0
0,600,48,67,False,False,52.0,57.0
0,600,49,67,False,False,52.0,57.0
0,600,48,69,False,False,52.0,63.0
0,600,48,67,False,False,52.0,63.0
0,600,48,67,False,False,52.0,63.0
0,600,47,67,False,False,52.0,63.0
0,600,51,64,False,True,46.0,68.0
0,600,51,64,False,False,46.0,68.0
0,600,52,61,False,False,46.0,68.0
0,600,52,60,False,False,46.0,68.0
0,600,53,60,False,False,46.0,57.0
0,298,55,59,False,False,46.0,58.0
0,292,56,55,False,False,46.0,57.0
0,286,57,56,False,False,47.0,58.0
0,280,56,55,False,False,47.0,57.0
0,274,58,52,False,False,57.0,58.0
0,268,58,49,False,False,57.0,56.0
0,262,60,49,False,False,57.0,58.0
0,256,62,47,False,False,57.0,57.0
0,250,62,45,False,False,57.0,58.0
0,244,64,43,False,False,57.0,47.0
0,238,65,43,False,False,57.0,46.0
0,232,67,43,False,False,57.0,47.0
0,226,69,43,False,False,57.0,46.0
0,220,71,43,False,False,57.0,47.0
0,214,73,43,False,False,57.0,46.0
0,208,74,43,False,False,57.0,47.0
0,202,75,44,False,False,58.0,46.0
0,196,78,45,False,False,60.0,47.0
0,190,81,47,False,False,69.0,46.0
0,184,81,47,False,False,69.0,47.0
0,178,83,52,False,False,69.0,46.0
0,172,82,52,False,False,69.0,47.0
0,166,83,101,False,False,69.0,46.0
0,160,82,92,False,False,69.0,47.0
0,154,83,92,False,False,69.0,46.0
0,148,82,64,False,False,80.0,47.0
0,142,82,200,False,False,80.0,57.0
0,136,82,200,False,False,80.0,58.0
0,130,82,200,False,False,80.0,57.0
0,124,81,200,False,False,80.0,58.0
0,118,81,200,False,False,80.0,58.0
0,112,80,200,False,False,80.0,69.0
0,109,82,200,False,True,73.0,100.0
0,108,83,200,False,True,74.0,100.0
0,103,82,200,False,True,75.0,100.0
0,100,81,200,False,True,77.0,101.0
0,97,79,200,False,True,80.0,92.0
0,93,77,200,False,True,79.0,83.0
0,91,74,200,False,True,77.0,77.0
0,90,72,200,False,True,75.0,76.0
0,88,68,200,False,True,75.0,75.0
0,89,66,200,False,True,69.0,75.0
0,90,62,200,False,True,68.0,75.0
0,93,58,200,False,True,64.0,75.0
0,103,55,200,False,True,62.0,75.0
0,108,52,100,False,True,57.0,75.0
0,134,50,101,False,True,52.0,75.0
0,135,48,100,False,True,50.0,74.0
0,161,48,100,False,True,46.0,74.0
0,207,48,92,False,True,44.0,75.0
0,300,49,86,False,True,43.0,75.0
0,600,52,80,False,True,44.0,76.0
0,600,56,77,False,True,45.0,73.0
0,600,56,77,False,False,45.0,69.0
0,600,56,77,False,False,45.0,68.0
0,600,58,77,False,False,46.0,68.0
0,600,58,77,False,False,47.0,67.0
0,600,58,78,False,False,48.0,67.0
0,600,59,78,False,False,47.0,66.0
0,600,57,77,False,False,47.0,65.0
0,600,63,77,False,False,48.0,66.0
0,600,58,78,False,False,49.0,66.0
0,600,58,78,False,False,49.0,64.0
0,600,58,79,False,False,50.0,65.0
0,600,58,80,False,False,49.0,65.0
0,600,57,83,False,False,49.0,66.0
0,600,57,89,False,False,48.0,65.0
0,600,56,93,False,False,48.0,66.0
0,600,61,86,False,True,49.0,66.0
0,600,61,89,False,False,49.0,66.0
0,600,65,89,False,False,49.0,66.0
0,600,61,92,False,False,50.0,66.0
0,600,62,95,False,False,50.0,67.0
0,600,61,96,False,False,50.0,68.0
0,600,61,97,False,False,50.0,70.0
0,600,61,97,False,False,51.0,73.0
0,600,61,97,False,False,50.0,75.0
0,600,64,96,False,False,52.0,76.0
0,600,62,94,False,False,51.0,78.0
0,600,63,93,False,False,51.0,79.0
0,600,74,91,False,False,50.0,81.0
0,600,65,90,False,False,51.0,82.0
0,600,64,89,False,False,53.0,82.0
0,600,65,88,False,False,52.0,83.0
0,600,64,87,False,False,53.0,82.0
0,600,60,91,True,False,52.0,80.0
0,600,58,91,False,False,52.0,80.0
0,600,58,92,False,False,59.0,79.0
0,600,59,92,False,False,52.0,79.0
0,600,59,91,False,False,52.0,78.0
0,600,59,91,False,False,50.0,78.0
0,600,59,90,False,False,50.0,75.0
0,600,60,90,False,False,50.0,78.0
0,600,62,89,False,False,50.0,78.0
0,600,59,88,False,False,49.0,78.0
0,600,59,88,False,False,50.0,80.0
0,600,59,87,False,False,50.0,78.0
0,600,61,87,False,False,50.0,78.0
0,600,61,86,False,False,52.0,77.0
0,600,61,85,False,False,50.0,77.0
0,600,61,83,False,False,50.0,76.0
0,600,61,83,False,False,50.0,75.0
0,600,60,83,False,False,51.0,74.0
0,600,69,83,False,False,51.0,74.0
0,600,61,82,False,False,51.0,74.0
0,600,61,81,False,False,51.0,73.0
0,600,61,80,False,False,51.0,72.0
0,600,61,79,False,False,50.0,71.0
0,600,61,79,False,False,50.0,71.0
0,600,61,79,False,False,50.0,71.0
0,600,61,79,False,False,51.0,71.0
0,600,58,82,True,False,50.0,70.0
0,600,58,83,False,False,50.0,69.0
0,600,57,82,False,False,50.0,70.0
0,600,55,83,False,False,50.0,70.0
0,600,64,82,False,False,49.0,70.0
0,600,55,83,False,False,49.0,70.0
0,600,56,83,False,False,47.0,70.0
0,600,55,83,False,False,47.0,70.0
0,600,54,83,False,False,46.0,70.0
0,600,52,83,False,False,46.0,70.0
0,600,52,83,False,False,46.0,70.0
0,600,52,82,False,False,46.0,63.0
0,600,52,82,False,False,45.0,71.0
0,600,51,81,False,False,44.0,71.0
0,600,50,82,False,False,44.0,71.0
0,600,60,82,False,False,43.0,71.0
0,600,51,82,False,False,42.0,71.0
0,600,48,81,False,False,42.0,71.0
0,600,48,80,False,False,42.0,70.0
0,600,47,80,False,False,41.0,70.0
0,600,46,79,False,False,41.0,69.0
0,600,46,78,False,False,40.0,70.0
0,600,45,78,False,False,39.0,70.0
0,600,45,78,False,False,39.0,70.0
0,600,44,78,False,False,39.0,69.0
0,600,45,77,False,False,37.0,69.0
0,600,46,77,False,False,38.0,68.0
0,600,47,76,False,False,36.0,67.0
0,600,47,76,False,False,37.0,67.0
0,600,48,75,False,False,37.0,67.0
0,600,48,74,False,False,38.0,67.0
0,600,48,74,False,False,38.0,66.0
0,600,49,76,False,False,39.0,66.0
0,600,50,75,False,False,39.0,65.0
0,600,51,76,False,False,40.0,65.0
0,600,51,76,False,False,40.0,64.0
0,600,52,76,False,False,41.0,64.0
0,600,55,77,False,False,42.0,63.0
0,600,53,76,False,False,42.0,65.0
0,600,54,75,False,False,43.0,64.0
0,600,55,74,False,False,43.0,65.0
0,600,55,74,False,False,44.0,65.0
0,301,55,73,False,False,44.0,66.0
0,301,55,73,False,False,45.0,66.0
0,301,56,72,False,False,45.0,66.0
0,301,57,71,False,False,46.0,65.0
0,298,57,71,False,False,46.0,64.0
0,296,62,70,False,False,46.0,63.0
0,290,59,70,False,False,46.0,62.0
0,600,55,72,True,False,46.0,62.0
0,301,55,72,False,False,46.0,62.0
0,301,55,70,False,False,46.0,62.0
0,301,55,69,False,False,46.0,62.0
0,301,55,68,False,False,46.0,62.0
0,301,55,68,False,False,46.0,62.0
0,301,55,68,False,False,46.0,62.0
0,301,55,68,False,False,46.0,61.0
0,299,55,66,False,False,46.0,60.0
0,293,55,64,False,False,46.0,59.0
0,287,55,64,False,False,46.0,58.0
0,281,55,62,False,False,46.0,58.0
0,275,55,60,False,False,46.0,58.0
0,269,53,59,False,False,46.0,57.0
0,263,56,58,False,False,46.0,56.0
0,257,56,57,False,False,46.0,54.0
0,251,56,56,False,False,46.0,53.0
0,245,56,56,False,False,46.0,52.0
0,600,53,56,True,False,45.0,50.0
0,600,52,57,False,False,46.0,51.0
0,299,51,58,False,False,45.0,50.0
0,299,60,56,False,False,44.0,50.0
0,288,51,58,False,False,44.0,50.0
0,288,51,59,False,False,43.0,49.0
0,276,50,59,False,False,43.0,49.0
0,276,50,60,False,False,42.0,49.0
0,265,48,61,False,False,43.0,49.0
0,265,51,61,False,False,42.0,49.0
0,264,48,60,False,False,42.0,50.0
0,264,50,58,False,False,41.0,50.0
0,264,51,60,False,False,41.0,51.0
0,600,48,62,True,False,41.0,52.0
0,600,48,64,False,False,41.0,53.0
0,600,52,63,False,False,41.0,53.0
0,600,46,63,False,False,40.0,54.0
0,600,48,62,False,False,40.0,54.0
0,600,48,61,False,False,40.0,54.0
0,600,50,64,False,False,40.0,55.0
0,600,53,61,False,False,40.0,55.0
0,600,51,63,True,False,40.0,56.0
0,600,47,63,True,False,40.0,56.0
0,600,50,62,False,False,40.0,58.0
0,600,49,62,False,False,40.0,58.0
0,600,50,61,False,False,41.0,58.0
0,600,52,62,False,False,42.0,56.0
0,600,51,61,False,False,43.0,55.0
0,600,53,65,False,False,43.0,55.0
0,600,51,65,False,False,44.0,55.0
0,600,51,64,False,False,44.0,54.0
0,600,52,65,False,False,44.0,54.0
0,600,53,67,False,False,45.0,54.0
0,600,53,68,False,False,44.0,55.0
0,600,55,67,False,False,45.0,57.0
0,600,56,69,False,False,45.0,57.0
0,600,56,69,False,False,46.0,58.0
0,600,58,72,False,False,46.0,58.0
0,600,58,70,False,False,46.0,58.0
0,600,59,73,False,False,48.0,59.0
0,600,58,74,False,False,48.0,59.0
0,600,59,75,False,False,49.0,61.0
0,600,59,77,False,False,51.0,61.0
0,600,59,75,False,False,50.0,62.0
0,600,56,75,False,False,50.0,63.0
0,600,56,74,False,False,51.0,64.0
0,600,56,73,False,False,50.0,65.0
0,300,56,73,False,False,50.0,66.0
0,300,58,72,False,False,50.0,66.0
0,295,56,71,False,False,49.0,66.0
0,289,64,71,False,False,49.0,66.0
0,280,59,71,False,False,49.0,65.0
0,277,60,72,False,False,49.0,64.0
0,274,62,71,False,False,49.0,64.0
0,282,70,68,False,True,51.0,64.0
0,278,74,70,False,False,53.0,63.0
0,270,77,68,False,False,54.0,61.0
0,266,81,67,False,False,56.0,60.0
0,258,85,67,False,False,58.0,61.0
0,256,88,66,False,False,60.0,60.0
0,252,85,66,False,False,61.0,60.0
0,250,85,67,False,False,63.0,60.0
0,235,87,68,False,False,66.0,59.0
0,228,87,69,False,False,68.0,59.0
0,224,85,71,False,False,71.0,59.0
0,220,85,69,False,False,72.0,58.0
0,212,84,72,False,False,74.0,59.0
0,204,84,75,False,False,74.0,58.0
0,201,82,79,False,False,74.0,59.0
0,193,83,84,False,False,74.0,59.0
0,189,92,87,False,False,74.0,61.0
0,196,86,81,False,True,74.0,60.0
0,208,89,75,False,True,74.0,60.0
0,202,88,78,False,False,74.0,59.0
0,196,88,79,False,False,76.0,59.0
0,190,87,83,False,False,76.0,60.0
0,184,86,90,False,False,76.0,61.0
0,178,85,101,False,False,77.0,63.0
0,179,88,89,False,True,77.0,62.0
0,181,91,81,False,True,78.0,62.0
0,175,90,89,False,False,78.0,62.0
0,169,90,100,False,False,78.0,63.0
0,163,88,100,False,False,78.0,62.0
0,157,87,101,False,False,79.0,64.0
0,158,88,101,False,True,79.0,63.0
0,159,91,100,False,True,79.0,63.0
0,154,89,101,False,False,80.0,63.0
0,148,88,100,False,False,81.0,65.0
0,142,86,200,False,False,80.0,66.0
0,143,88,100,False,True,80.0,65.0
0,145,92,101,False,True,81.0,65.0
0,139,92,100,False,False,81.0,68.0
0,133,82,200,False,False,80.0,70.0
0,127,80,200,False,False,78.0,72.0
0,121,77,200,False,False,77.0,75.0
0,122,84,200,False,True,76.0,73.0
0,122,75,200,False,True,74.0,73.0
0,124,73,100,False,True,73.0,72.0
0,129,70,99,False,True,71.0,71.0
0,123,70,100,False,False,76.0,72.0
0,117,65,200,False,False,70.0,73.0
0,120,63,100,False,True,64.0,68.0
0,127,70,100,False,True,61.0,65.0
0,133,70,99,False,True,59.0,64.0
0,142,69,93,False,True,58.0,65.0
0,152,69,82,False,True,57.0,68.0
0,145,67,81,False,False,55.0,68.0
0,157,66,73,False,True,62.0,70.0
0,176,67,68,False,True,57.0,69.0
0,168,65,68,False,False,57.0,64.0
0,160,64,68,False,False,57.0,64.0
0,152,63,83,False,False,57.0,64.0
0,152,62,85,False,False,57.0,64.0
0,170,62,81,False,True,57.0,57.0
0,205,64,65,False,True,57.0,54.0
0,245,65,65,False,True,58.0,54.0
0,239,65,64,False,False,56.0,52.0
0,233,65,65,False,False,57.0,52.0
0,227,63,64,False,False,56.0,51.0
0,600,65,67,False,True,57.0,51.0
0,600,68,61,False,True,57.0,50.0
0,600,68,62,False,False,58.0,49.0
0,600,67,61,False,False,57.0,48.0
0,600,67,66,False,False,58.0,46.0
0,600,66,65,False,False,58.0,46.0
0,600,66,66,False,False,58.0,45.0
0,600,65,69,False,False,58.0,45.0
0,289,69,64,False,True,59.0,44.0
0,282,69,64,False,False,58.0,44.0
0,277,68,64,False,False,59.0,44.0
0,269,68,64,False,False,58.0,46.0
0,263,68,64,False,False,59.0,46.0
0,258,68,69,False,False,59.0,46.0
0,251,68,69,False,False,59.0,47.0
0,246,69,69,False,False,59.0,48.0
0,240,69,69,False,False,58.0,48.0
0,234,69,64,False,False,58.0,48.0
0,228,69,65,False,False,58.0,49.0
0,222,69,75,False,False,58.0,51.0
0,216,69,75,False,False,58.0,52.0
0,210,68,75,False,False,58.0,53.0
0,222,64,86,True,False,58.0,56.0
0,242,61,95,True,False,58.0,60.0
0,235,60,94,False,False,56.0,62.0
0,218,59,94,False,False,56.0,64.0
0,218,58,94,False,False,55.0,65.0
0,218,58,91,False,False,54.0,67.0
