,i_sensor_1,i_sensor_2,i_sensor_3,o_left,o_right,i_sensor_4,i_sensor_5
0,115,200,74,True,False,82.0,88.0
0,125,200,68,True,False,80.0,82.0
0,133,200,63,True,False,80.0,77.0
0,143,200,59,True,False,79.0,71.0
0,153,200,58,True,False,78.0,64.0
0,175,101,58,True,False,76.0,58.0
0,189,101,64,True,False,76.0,54.0
0,301,100,66,True,False,76.0,54.0
0,600,94,65,True,False,75.0,53.0
0,600,88,64,True,False,74.0,52.0
0,600,89,65,False,False,74.0,52.0
0,600,89,64,False,False,73.0,51.0
0,600,90,65,False,False,74.0,51.0
0,600,85,79,True,False,73.0,52.0
0,600,85,79,False,False,73.0,54.0
0,600,85,79,False,False,72.0,55.0
0,600,85,79,False,False,72.0,57.0
0,600,85,79,False,False,72.0,58.0
0,600,85,77,False,False,72.0,59.0
0,600,86,77,False,False,72.0,59.0
0,600,86,77,False,False,72.0,59.0
0,600,87,77,False,False,72.0,59.0
0,600,87,75,False,False,72.0,59.0
0,600,87,75,False,False,72.0,59.0
0,600,87,75,False,False,72.0,59.0
0,600,87,75,False,False,72.0,58.0
0,600,87,75,False,False,73.0,57.0
0,600,87,75,False,False,73.0,57.0
0,600,87,75,False,False,74.0,56.0
0,600,87,75,False,False,74.0,56.0
0,600,87,75,False,False,74.0,56.0
0,600,87,64,False,False,74.0,56.0
0,600,87,64,False,False,74.0,56.0
0,600,87,64,False,False,74.0,56.0
0,600,87,64,False,False,74.0,56.0
0,600,86,64,False,False,74.0,56.0
0,600,86,64,False,False,74.0,55.0
0,600,86,64,False,False,74.0,54.0
0,600,86,64,False,False,74.0,54.0
0,600,86,64,False,False,74.0,53.0
0,600,86,64,False,False,74.0,52.0
0,600,86,64,False,False,74.0,52.0
0,600,85,79,False,False,73.0,51.0
0,600,85,83,False,False,73.0,52.0
0,600,84,86,False,False,73.0,53.0
0,600,84,89,False,False,73.0,54.0
0,600,84,89,False,False,73.0,55.0
0,600,84,91,False,False,73.0,56.0
0,600,84,94,False,False,73.0,58.0
0,600,84,94,False,False,72.0,59.0
0,600,84,94,False,False,72.0,62.0
0,600,82,94,False,False,71.0,64.0
0,600,82,94,False,False,71.0,66.0
0,600,82,94,False,False,71.0,68.0
0,600,80,94,False,False,71.0,68.0
0,600,79,94,False,False,71.0,70.0
0,600,78,94,False,False,71.0,72.0
0,600,78,94,False,False,71.0,74.0
0,600,78,94,False,False,70.0,75.0
0,600,78,93,False,False,70.0,76.0
0,600,78,91,False,False,69.0,76.0
0,600,78,91,False,False,67.0,76.0
0,600,78,89,False,False,67.0,76.0
0,600,77,89,False,False,66.0,76.0
0,600,76,89,False,False,66.0,75.0
0,600,76,89,False,False,66.0,74.0
0,600,74,89,False,False,66.0,72.0
0,600,74,89,False,False,66.0,71.0
0,600,74,89,False,False,66.0,69.0
0,600,72,89,False,False,65.0,69.0
0,600,72,89,False,False,64.0,68.0
0,600,71,89,False,False,64.0,68.0
0,600,70,89,False,False,63.0,68.0
0,600,69,89,False,False,63.0,67.0
0,600,68,89,False,False,62.0,67.0
0,600,68,89,False,False,61.0,67.0
0,600,66,89,False,False,61.0,67.0
0,600,64,89,False,False,59.0,67.0
0,600,64,89,False,False,59.0,67.0
0,600,64,91,False,False,58.0,67.0
0,600,63,91,False,False,57.0,67.0
0,600,62,91,False,False,57.0,67.0
0,600,61,91,False,False,55.0,67.0
0,600,61,91,False,False,54.0,67.0
0,600,60,91,False,False,54.0,67.0
0,600,60,91,False,False,53.0,68.0
0,600,60,91,False,False,52.0,69.0
0,600,59,91,False,False,51.0,69.0
0,600,58,93,False,False,51.0,69.0
0,600,58,93,False,False,50.0,69.0
0,600,58,93,False,False,50.0,69.0
0,600,58,94,False,False,50.0,69.0
0,600,58,94,False,False,49.0,70.0
0,600,58,94,False,False,49.0,70.0
0,600,58,94,False,False,49.0,70.0
0,600,58,94,False,False,49.0,70.0
0,600,62,94,False,False,49.0,71.0
0,300,63,94,False,False,49.0,71.0
0,300,65,94,False,False,49.0,71.0
0,297,68,94,False,False,49.0,72.0
0,291,68,94,False,False,49.0,72.0
0,285,69,94,False,False,52.0,72.0
0,279,71,94,False,False,53.0,72.0
0,273,74,94,False,False,55.0,72.0
0,267,76,94,False,False,56.0,73.0
0,261,78,94,False,False,57.0,73.0
0,255,79,94,False,False,58.0,74.0
0,249,79,94,False,False,59.0,74.0
0,243,80,94,False,False,60.0,75.0
0,237,82,94,False,False,62.0,76.0
0,231,82,94,False,False,64.0,76.0
0,225,82,94,False,False,65.0,77.0
0,219,82,91,False,False,66.0,77.0
0,213,82,91,False,False,67.0,77.0
0,207,82,91,False,False,68.0,77.0
0,201,85,89,False,False,68.0,77.0
0,195,87,89,False,False,69.0,76.0
0,189,100,89,False,False,70.0,74.0
0,183,100,86,False,False,70.0,73.0
0,182,100,89,True,False,70.0,80.0
0,180,100,90,True,False,63.0,75.0
0,174,100,86,False,False,63.0,75.0
0,168,88,86,False,False,63.0,75.0
0,162,200,85,False,False,63.0,75.0
0,156,200,84,False,False,63.0,75.0
0,150,200,84,False,False,63.0,75.0
0,144,200,82,False,False,63.0,75.0
0,138,200,82,False,False,69.0,75.0
0,139,200,86,True,False,66.0,69.0
0,137,200,81,True,False,70.0,67.0
0,140,200,94,True,False,75.0,77.0
0,140,200,100,True,False,64.0,80.0
0,142,200,97,True,False,64.0,84.0
0,144,200,100,True,False,64.0,89.0
0,137,200,99,False,False,65.0,92.0
0,132,200,94,False,False,69.0,94.0
0,134,200,90,True,False,69.0,95.0
0,137,200,81,True,False,68.0,94.0
0,148,100,86,True,False,68.0,92.0
0,142,200,83,False,False,70.0,88.0
0,155,100,81,True,False,68.0,84.0
0,177,94,81,True,False,68.0,81.0
0,186,98,81,True,False,68.0,78.0
0,207,83,81,True,False,68.0,77.0
0,201,84,80,False,False,67.0,75.0
0,221,78,79,True,False,66.0,75.0
0,232,74,79,True,False,66.0,75.0
0,246,71,82,True,False,65.0,75.0
0,240,69,82,False,False,64.0,75.0
0,238,67,81,False,False,62.0,74.0
0,228,67,81,False,False,61.0,73.0
0,248,63,85,True,False,61.0,72.0
0,259,60,91,True,False,60.0,73.0
0,252,58,92,False,False,58.0,74.0
0,247,57,93,False,False,56.0,74.0
0,241,55,95,False,False,54.0,75.0
0,235,61,96,False,False,51.0,75.0
0,230,53,97,False,False,50.0,76.0
0,224,52,96,False,False,49.0,76.0
0,224,50,95,False,False,47.0,77.0
0,225,50,97,False,False,46.0,78.0
0,224,49,95,False,False,44.0,79.0
0,201,50,93,False,False,43.0,80.0
0,196,50,93,False,False,43.0,81.0
0,189,51,92,False,False,42.0,82.0
0,183,53,93,False,False,43.0,84.0
0,178,56,92,False,False,42.0,84.0
0,172,59,91,False,False,43.0,83.0
0,193,54,92,True,False,43.0,83.0
0,219,51,94,True,False,43.0,83.0
0,600,47,96,True,False,42.0,86.0
0,600,46,94,False,False,42.0,86.0
0,600,45,93,False,False,42.0,86.0
0,600,45,93,False,False,42.0,86.0
0,600,45,91,False,False,40.0,86.0
0,600,44,88,False,False,39.0,86.0
0,600,45,86,False,False,39.0,85.0
0,600,45,84,False,False,38.0,85.0
0,600,43,85,True,False,38.0,83.0
0,600,40,86,True,False,38.0,83.0
0,600,39,84,False,False,37.0,81.0
0,600,40,85,False,False,36.0,80.0
0,600,38,82,False,False,36.0,79.0
0,600,39,81,False,False,35.0,77.0
0,600,41,81,False,False,34.0,77.0
0,600,40,80,False,False,34.0,76.0
0,600,41,80,False,False,34.0,76.0
0,600,41,79,False,False,35.0,74.0
0,600,42,78,False,False,35.0,74.0
0,600,43,79,False,False,35.0,72.0
0,600,43,78,False,False,36.0,71.0
0,600,43,78,False,False,36.0,71.0
0,600,43,77,False,False,37.0,71.0
0,300,44,76,False,False,37.0,70.0
0,297,44,73,False,False,38.0,69.0
0,290,46,72,False,False,38.0,69.0
0,285,47,71,False,False,38.0,68.0
0,278,52,70,False,False,38.0,69.0
0,274,53,70,False,False,40.0,67.0
0,274,53,69,False,False,40.0,66.0
0,274,56,67,False,False,41.0,65.0
0,253,59,66,False,False,42.0,64.0
0,248,61,66,False,False,44.0,62.0
0,242,62,66,False,False,46.0,62.0
0,236,64,65,False,False,47.0,62.0
0,230,67,64,False,False,49.0,60.0
0,224,69,64,False,False,52.0,59.0
0,218,71,64,False,False,53.0,58.0
0,212,72,64,False,False,55.0,58.0
0,206,73,65,False,False,56.0,58.0
0,200,72,65,False,False,58.0,57.0
0,196,72,65,False,False,60.0,57.0
0,195,71,66,False,False,60.0,57.0
0,196,72,68,False,False,61.0,57.0
0,176,71,76,False,False,62.0,57.0
0,169,70,79,False,False,63.0,57.0
0,164,70,80,False,False,62.0,57.0
0,183,71,73,False,True,63.0,57.0
0,203,73,70,False,True,64.0,57.0
0,197,73,71,False,False,64.0,57.0
0,191,76,76,False,False,65.0,58.0
0,186,71,79,False,False,65.0,58.0
0,179,70,83,False,False,65.0,59.0
0,207,72,77,False,True,64.0,59.0
0,228,74,73,False,True,65.0,59.0
0,259,78,68,False,True,66.0,59.0
0,253,77,70,False,False,67.0,58.0
0,248,76,72,False,False,67.0,58.0
0,241,76,73,False,False,67.0,58.0
0,282,77,69,False,True,67.0,58.0
0,300,81,65,False,True,68.0,58.0
0,296,79,65,False,False,68.0,57.0
0,290,79,67,False,False,68.0,55.0
0,284,79,68,False,False,68.0,55.0
0,278,79,70,False,False,68.0,55.0
0,272,79,71,False,False,68.0,56.0
0,266,84,73,False,False,68.0,56.0
0,260,79,74,False,False,68.0,57.0
0,254,79,76,False,False,67.0,59.0
0,248,79,78,False,False,67.0,60.0
0,242,79,81,False,False,67.0,61.0
0,256,81,76,False,True,68.0,60.0
0,289,84,72,False,True,71.0,60.0
0,283,86,73,False,False,71.0,60.0
0,277,92,73,False,False,72.0,60.0
0,272,85,74,False,False,72.0,60.0
0,266,85,74,False,False,72.0,61.0
0,260,85,74,False,False,73.0,60.0
0,253,86,76,False,False,72.0,61.0
0,247,84,76,False,False,72.0,62.0
0,241,84,78,False,False,72.0,62.0
0,235,84,80,False,False,72.0,63.0
0,273,89,74,False,True,73.0,63.0
0,600,99,71,False,True,75.0,62.0
0,600,99,71,False,False,76.0,61.0
0,600,98,70,False,False,77.0,60.0
0,600,98,71,False,False,78.0,61.0
0,600,98,71,False,False,78.0,51.0
0,600,98,71,False,False,79.0,60.0
0,600,98,71,False,False,78.0,59.0
0,600,98,71,False,False,87.0,60.0
0,600,98,72,False,False,78.0,59.0
0,600,98,74,False,False,79.0,60.0
0,600,89,74,False,False,79.0,61.0
0,600,95,76,False,False,80.0,60.0
0,600,88,78,False,False,81.0,61.0
0,600,84,81,False,False,80.0,61.0
0,300,81,85,False,False,79.0,62.0
0,600,82,80,False,True,78.0,62.0
0,600,80,83,False,False,77.0,62.0
0,600,77,88,False,False,76.0,59.0
0,600,74,90,False,False,77.0,62.0
0,600,72,93,False,False,74.0,64.0
0,600,70,97,False,False,72.0,65.0
0,600,68,100,False,False,70.0,66.0
0,600,65,100,False,False,68.0,69.0
0,600,62,100,False,False,66.0,70.0
0,600,60,100,False,False,63.0,73.0
0,600,59,100,False,False,60.0,75.0
0,600,63,101,False,True,57.0,75.0
0,600,59,101,False,False,55.0,75.0
0,600,57,101,False,False,53.0,78.0
0,600,58,101,False,False,51.0,80.0
0,600,56,101,False,False,49.0,81.0
0,600,55,101,False,False,55.0,83.0
0,600,55,101,False,False,49.0,81.0
0,600,53,101,False,False,47.0,86.0
0,600,50,100,False,False,47.0,86.0
0,600,50,101,False,False,46.0,86.0
0,600,50,101,False,False,45.0,86.0
0,600,49,100,False,False,44.0,87.0
0,300,47,99,False,False,43.0,87.0
0,300,47,98,False,False,41.0,87.0
0,300,53,98,False,False,40.0,88.0
0,300,47,97,False,False,40.0,87.0
0,298,45,96,False,False,38.0,87.0
0,292,45,95,False,False,38.0,86.0
0,286,45,93,False,False,38.0,78.0
0,280,45,92,False,False,38.0,85.0
0,274,45,91,False,False,37.0,83.0
0,268,47,90,False,False,37.0,83.0
0,262,47,89,False,False,37.0,83.0
0,256,49,87,False,False,37.0,81.0
0,250,50,86,False,False,38.0,81.0
0,244,61,86,False,False,38.0,80.0
0,238,55,84,False,False,40.0,79.0
0,232,55,82,False,False,41.0,78.0
0,226,55,82,False,False,42.0,77.0
0,220,56,82,False,False,43.0,77.0
0,214,55,81,False,False,51.0,74.0
0,208,57,80,False,False,45.0,73.0
0,202,57,79,False,False,45.0,72.0
0,196,58,78,False,False,46.0,71.0
0,190,61,76,False,False,46.0,69.0
0,184,75,76,False,False,48.0,69.0
0,178,69,75,False,False,48.0,69.0
0,172,67,74,False,False,49.0,67.0
0,166,83,72,False,False,50.0,67.0
0,160,83,72,False,False,51.0,66.0
0,154,83,70,False,False,52.0,65.0
0,177,72,69,True,False,53.0,64.0
0,225,67,70,True,False,52.0,64.0
0,301,64,70,True,False,51.0,65.0
0,298,65,70,False,False,56.0,65.0
0,298,65,68,False,False,51.0,64.0
0,290,66,67,False,False,52.0,63.0
0,600,64,69,True,False,52.0,62.0
0,600,60,71,True,False,51.0,62.0
0,600,60,70,False,False,50.0,62.0
0,600,59,70,False,False,50.0,62.0
0,600,66,69,False,False,50.0,62.0
0,600,57,68,False,False,50.0,61.0
0,600,58,68,False,False,49.0,61.0
0,600,60,67,False,False,50.0,60.0
0,600,60,66,False,False,49.0,59.0
0,600,60,66,False,False,48.0,59.0
0,600,57,69,True,False,47.0,59.0
0,600,57,69,False,False,47.0,59.0
0,600,57,69,False,False,47.0,59.0
0,600,57,69,False,False,47.0,59.0
0,600,57,70,False,False,47.0,59.0
0,600,57,70,False,False,47.0,59.0
0,600,59,70,False,False,47.0,59.0
0,600,55,70,False,False,47.0,59.0
0,600,55,71,False,False,47.0,59.0
0,600,55,73,False,False,47.0,59.0
0,600,55,73,False,False,46.0,60.0
0,600,55,73,False,False,46.0,60.0
0,600,55,73,False,False,46.0,60.0
0,600,55,73,False,False,46.0,61.0
0,600,53,75,False,False,45.0,61.0
0,600,53,75,False,False,45.0,62.0
0,600,53,75,False,False,45.0,62.0
0,600,55,75,False,False,45.0,62.0
0,600,53,76,False,False,44.0,62.0
0,600,53,76,False,False,44.0,62.0
0,600,53,78,False,False,44.0,64.0
0,301,53,78,False,False,44.0,64.0
0,301,53,78,False,False,44.0,64.0
0,299,53,78,False,False,44.0,64.0
0,293,53,78,False,False,44.0,65.0
0,287,53,78,False,False,44.0,65.0
0,281,52,78,False,False,44.0,66.0
0,275,63,78,False,False,44.0,67.0
0,269,55,78,False,False,44.0,67.0
0,263,55,79,False,False,44.0,67.0
0,257,55,79,False,False,44.0,67.0
0,251,55,79,False,False,45.0,67.0
0,245,57,79,False,False,45.0,67.0
0,239,57,79,False,False,46.0,67.0
0,233,57,79,False,False,46.0,67.0
0,227,57,79,False,False,46.0,67.0
0,221,57,79,False,False,46.0,68.0
0,215,56,79,False,False,47.0,68.0
0,209,59,79,False,False,47.0,68.0
0,203,56,79,False,False,47.0,68.0
0,197,57,79,False,False,47.0,68.0
0,191,60,79,False,False,47.0,68.0
0,185,59,79,False,False,47.0,68.0
0,179,59,78,False,False,48.0,68.0
0,174,63,78,False,False,49.0,68.0
0,167,60,78,False,False,49.0,68.0
0,161,91,78,False,False,50.0,68.0
0,155,79,77,False,False,50.0,68.0
0,149,74,75,False,False,52.0,68.0
0,143,200,76,False,False,52.0,67.0
0,137,200,75,False,False,52.0,67.0
0,127,200,78,True,False,53.0,68.0
0,121,200,79,True,False,52.0,69.0
0,115,200,84,True,False,52.0,70.0
0,115,200,85,False,False,51.0,71.0
0,105,200,86,True,False,51.0,73.0
0,104,200,92,True,False,50.0,76.0
0,102,86,91,True,False,50.0,79.0
0,96,77,90,True,False,49.0,81.0
0,97,77,90,True,False,49.0,85.0
0,97,68,87,True,False,49.0,88.0
0,99,63,82,True,False,49.0,87.0
0,105,60,78,True,False,49.0,86.0
0,115,56,74,True,False,47.0,85.0
0,133,53,69,True,False,46.0,80.0
0,182,50,63,True,False,46.0,75.0
0,204,49,62,True,False,45.0,71.0
0,274,45,56,True,False,45.0,68.0
0,600,43,58,True,False,43.0,67.0
0,600,41,57,False,False,41.0,66.0
0,600,40,56,False,False,40.0,62.0
0,600,40,57,False,False,38.0,61.0
0,248,44,53,False,True,37.0,61.0
0,192,47,50,False,True,37.0,61.0
0,184,50,50,False,False,38.0,59.0
0,173,53,47,False,False,40.0,58.0
0,173,55,46,False,False,41.0,55.0
0,173,57,43,False,False,42.0,53.0
0,207,54,44,True,False,42.0,51.0
0,284,51,44,True,False,43.0,50.0
0,278,54,44,False,False,43.0,49.0
0,272,56,44,False,False,44.0,50.0
0,266,58,44,False,False,44.0,49.0
0,267,54,47,True,False,44.0,49.0
0,261,54,47,False,False,44.0,50.0
0,255,54,47,False,False,46.0,51.0
0,249,56,47,False,False,46.0,51.0
0,243,56,47,False,False,47.0,51.0
0,237,56,47,False,False,48.0,51.0
0,231,56,47,False,False,48.0,51.0
0,225,57,47,False,False,49.0,52.0
0,219,57,47,False,False,49.0,52.0
0,213,57,47,False,False,49.0,52.0
0,207,57,47,False,False,49.0,52.0
0,201,56,47,False,False,49.0,52.0
0,195,55,47,False,False,50.0,51.0
0,189,54,47,False,False,50.0,51.0
0,183,54,47,False,False,50.0,51.0
0,177,54,47,False,False,50.0,51.0
0,171,54,47,False,False,49.0,51.0
0,165,54,50,False,False,48.0,51.0
0,159,56,50,False,False,48.0,51.0
0,153,59,50,False,False,48.0,52.0
0,147,200,50,False,False,48.0,52.0
0,141,200,47,False,False,48.0,53.0
0,135,200,47,False,False,48.0,53.0
0,129,200,47,False,False,49.0,53.0
0,123,200,45,False,False,52.0,53.0
0,117,200,43,False,False,55.0,53.0
0,111,200,41,False,False,200.0,51.0
0,106,200,43,True,False,200.0,46.0
0,102,200,47,True,False,200.0,39.0
0,97,200,51,True,False,200.0,39.0
0,93,200,56,True,False,200.0,45.0
0,91,200,65,True,False,98.0,46.0
0,89,200,75,True,False,99.0,53.0
0,86,200,76,True,False,98.0,56.0
0,86,200,71,True,False,99.0,65.0
0,89,200,68,True,False,99.0,72.0
0,91,200,63,True,False,81.0,73.0
0,98,200,58,True,False,94.0,69.0
0,106,200,54,True,False,93.0,65.0
0,119,200,52,True,False,92.0,60.0
0,132,200,49,True,False,92.0,54.0
0,600,200,48,True,False,90.0,51.0
0,600,200,48,True,False,80.0,48.0
0,289,99,50,True,False,88.0,46.0
0,280,100,52,True,False,87.0,46.0
0,274,97,52,False,False,89.0,46.0
0,268,100,53,False,False,90.0,47.0
0,262,100,53,False,False,90.0,47.0
0,256,100,53,False,False,90.0,47.0
0,250,100,53,False,False,91.0,47.0
0,244,100,53,False,False,91.0,47.0
0,238,100,53,False,False,91.0,48.0
0,232,100,53,False,False,91.0,48.0
0,226,100,53,False,False,91.0,48.0
0,220,100,53,False,False,91.0,48.0
0,214,100,53,False,False,91.0,48.0
0,208,93,52,False,False,91.0,48.0
0,202,100,51,False,False,90.0,48.0
0,196,100,48,False,False,90.0,48.0
0,190,100,48,False,False,90.0,46.0
0,184,99,48,False,False,90.0,46.0
0,178,99,48,False,False,90.0,45.0
0,172,97,48,False,False,90.0,42.0
0,166,97,48,False,False,88.0,43.0
0,160,97,56,False,False,88.0,43.0
0,154,97,200,False,False,88.0,43.0
0,149,94,63,False,True,88.0,43.0
0,148,99,58,False,True,80.0,42.0
0,146,99,57,False,True,91.0,42.0
0,149,200,54,False,True,93.0,41.0
0,150,200,51,False,True,96.0,40.0
0,144,200,58,False,False,97.0,41.0
0,138,200,200,False,False,99.0,42.0
0,140,200,72,False,True,100.0,43.0
0,143,200,63,False,True,99.0,43.0
0,149,200,60,False,True,200.0,43.0
0,156,99,57,False,True,200.0,43.0
0,168,98,54,False,True,200.0,43.0
0,600,92,53,False,True,200.0,43.0
0,600,91,51,False,True,99.0,43.0
0,600,90,54,False,False,99.0,42.0
0,600,88,61,False,False,99.0,42.0
0,600,86,71,False,False,99.0,45.0
0,600,83,78,False,False,97.0,45.0
0,600,81,83,False,False,95.0,47.0
0,296,79,89,False,False,93.0,51.0
0,290,76,97,False,False,91.0,55.0
0,266,74,87,False,True,87.0,57.0
0,250,75,81,False,True,84.0,56.0
0,244,73,84,False,False,82.0,69.0
0,238,71,92,False,False,80.0,69.0
0,232,70,96,False,False,80.0,69.0
0,226,68,99,False,False,76.0,69.0
0,220,66,200,False,False,68.0,69.0
0,208,66,95,False,True,69.0,70.0
0,191,68,98,False,True,69.0,69.0
0,185,67,98,False,False,69.0,69.0
0,179,65,98,False,False,69.0,74.0
0,173,64,99,False,False,69.0,75.0
0,167,64,99,False,False,69.0,75.0
0,161,65,99,False,False,69.0,81.0
0,157,66,98,False,False,64.0,80.0
0,151,72,98,False,False,64.0,80.0
0,143,77,98,False,False,64.0,80.0
0,137,200,98,False,False,64.0,80.0
0,131,200,88,False,False,64.0,86.0
0,125,200,84,False,False,64.0,86.0
0,120,200,82,False,False,64.0,86.0
0,114,200,84,False,False,63.0,86.0
0,108,200,85,False,False,75.0,80.0
0,102,200,68,False,False,75.0,80.0
0,102,200,66,True,False,71.0,78.0
0,102,200,55,True,False,83.0,75.0
0,99,200,58,True,False,81.0,75.0
0,97,200,61,True,False,81.0,63.0
0,97,200,63,True,False,80.0,56.0
0,98,200,63,True,False,80.0,57.0
0,103,200,63,True,False,73.0,59.0
0,108,200,62,True,False,79.0,60.0
0,117,200,62,True,False,78.0,60.0
0,132,99,61,True,False,79.0,60.0
0,154,98,59,True,False,79.0,59.0
0,191,99,57,True,False,79.0,60.0
0,600,91,56,True,False,79.0,58.0
0,600,81,58,True,False,79.0,56.0
0,600,83,60,True,False,80.0,54.0
0,600,82,61,False,False,77.0,54.0
0,600,83,60,False,False,74.0,53.0
0,600,77,61,False,False,74.0,54.0
0,600,84,61,False,False,74.0,53.0
0,600,84,61,False,False,73.0,54.0
0,600,82,60,False,False,73.0,54.0
0,600,81,60,False,False,73.0,54.0
0,294,82,60,False,False,73.0,54.0
0,288,81,59,False,False,73.0,55.0
0,272,77,63,True,False,73.0,54.0
0,266,77,66,False,False,73.0,55.0
0,260,77,66,False,False,73.0,55.0
0,254,77,66,False,False,72.0,55.0
0,248,77,66,False,False,70.0,55.0
0,242,71,66,False,False,69.0,56.0
0,236,76,66,False,False,69.0,57.0
0,230,76,66,False,False,68.0,58.0
0,224,76,66,False,False,68.0,58.0
0,218,76,66,False,False,68.0,58.0
0,212,76,66,False,False,68.0,58.0
0,206,76,68,False,False,68.0,58.0
0,200,76,69,False,False,67.0,58.0
0,194,76,69,False,False,67.0,58.0
